Month,Cbs district,City symbol,Name,City or Regional council,Total jobseekers,Men,Weman,Academic,Non academic,Hh,Unemployed job seekers,Placement from reference,Estimated unemployed rate in city
2010-02,הצפון,975,זרזיר,יישוב,331,144,187,3,328,222,328,13,13.39%
2010-02,הצפון,496,חורפיש,יישוב,150,55,95,7,143,105,150,7,7.21%
2010-02,הצפון,2034,חצור הגלילית,יישוב,308,125,183,14,294,155,297,28,6.83%
2010-02,הצפון,6700,טבריה,יישוב,2023,908,1115,108,1915,1310,1934,101,9.56%
2010-02,הצפון,962,טובא-זנגרייה,יישוב,374,171,203,3,371,268,368,14,13.86%
2010-02,הצפון,498,טורעאן,יישוב,573,226,347,11,562,475,571,16,12.44%
2010-02,הצפון,8900,טמרה,יישוב,2164,965,1199,24,2140,1892,2157,36,18.36%
2010-02,הצפון,1295,יאנוח-ג'ת,יישוב,185,68,117,7,178,126,185,5,8.67%
2010-02,הצפון,46,יבנאל,יישוב,112,67,45,7,105,81,106,0,8.14%
2010-02,הצפון,499,יפיע,יישוב,701,314,387,16,685,527,696,39,10.71%
2010-02,הצפון,240,יקנעם עילית,יישוב,583,220,363,118,465,259,580,55,5.66%
2010-02,הצפון,502,ירכא,יישוב,460,189,271,3,457,351,459,20,10.27%
2010-02,הצפון,504,כאבול,יישוב,784,367,417,22,762,650,779,13,18.72%
2010-02,הצפון,505,כאוכב אבו אל-היג'א,יישוב,236,88,148,6,230,187,236,5,16.46%
2010-02,הצפון,1296,כסרא-סמיע,יישוב,259,92,167,3,256,208,258,13,9.61%
2010-02,הצפון,978,כעביה-טבאש-חג'אג'רה,יישוב,225,102,123,2,223,157,223,6,11.88%
2010-02,הצפון,1263,כפר ורדים,יישוב,59,25,34,26,33,7,59,3,2.04%
2010-02,הצפון,507,כפר יאסיף,יישוב,461,197,264,5,456,360,459,8,10.87%
2010-02,הצפון,508,כפר כמא,יישוב,98,44,54,4,94,47,97,0,7.15%
2010-02,הצפון,509,כפר כנא,יישוב,1257,536,721,21,1236,1056,1240,42,16.99%
2010-02,הצפון,510,כפר מנדא,יישוב,922,447,475,14,908,695,911,57,15.41%
2010-02,הצפון,47,כפר תבור,יישוב,48,22,26,14,34,7,48,3,2.87%
2010-02,הצפון,1139,כרמיאל,יישוב,1914,757,1157,366,1548,1040,1861,125,7.52%
2010-02,הצפון,481,מגאר,יישוב,1513,613,900,35,1478,1282,1510,38,20.29%
2010-02,הצפון,516,מג'ד אל-כרום,יישוב,708,321,387,10,698,545,707,19,13.30%
2010-02,הצפון,874,מגדל העמק,יישוב,1098,456,642,108,990,549,1068,144,8.51%
2010-02,הצפון,4201,מג'דל שמס,יישוב,489,183,306,20,469,405,484,4,12.35%
2010-02,הצפון,517,מזרעה,יישוב,200,85,115,2,198,155,198,7,12.21%
2010-02,הצפון,4203,מסעדה,יישוב,201,72,129,4,197,171,200,1,13.76%
2010-02,הצפון,518,מעיליא,יישוב,68,32,36,9,59,36,68,2,4.88%
2010-02,הצפון,1063,מעלות-תרשיחא,יישוב,1081,478,603,134,947,691,1077,68,9.44%
2010-02,הצפון,520,משהד,יישוב,346,133,213,7,339,291,342,5,13.06%
2010-02,הצפון,9100,נהרייה,יישוב,2289,1047,1242,267,2022,1432,2276,136,8.13%
2010-02,הצפון,522,נחף,יישוב,483,205,278,13,470,405,481,12,11.81%
2010-02,הצפון,7300,נצרת,יישוב,2079,1022,1057,49,2030,1428,2074,71,7.39%
2010-02,הצפון,1061,נצרת עילית,יישוב,1722,788,934,248,1474,861,1656,188,7.38%
2010-02,הצפון,525,סאג'ור,יישוב,116,47,69,2,114,84,115,6,8.21%
2010-02,הצפון,7500,סח'נין,יישוב,2062,958,1104,37,2025,1741,2062,39,17.92%
2010-02,הצפון,4501,ע'ג'ר,יישוב,140,56,84,5,135,109,139,6,15.65%
2010-02,הצפון,530,עיילבון,יישוב,210,88,122,11,199,163,208,6,9.72%
2010-02,הצפון,511,עילוט,יישוב,331,141,190,4,327,259,330,12,14.25%
2010-02,הצפון,532,עין מאהל,יישוב,490,263,227,1,489,369,485,9,11.74%
2010-02,הצפון,7600,עכו,יישוב,3538,1603,1935,160,3378,2715,3516,169,14.41%
2010-02,הצפון,7700,עפולה,יישוב,1993,872,1121,226,1767,1077,1928,149,8.79%
2010-02,הצפון,531,עראבה,יישוב,1400,613,787,40,1360,1185,1399,49,17.25%
2010-02,הצפון,535,פסוטה,יישוב,149,69,80,10,139,102,149,4,9.90%
2010-02,הצפון,536,פקיעין (בוקייעה),יישוב,157,79,78,7,150,118,155,8,6.61%
2010-02,הצפון,8000,צפת,יישוב,1024,500,524,79,945,683,1016,27,8.96%
2010-02,הצפון,4100,קצרין,יישוב,218,94,124,43,175,118,216,25,5.81%
2010-02,הצפון,2800,קריית שמונה,יישוב,869,422,447,75,794,374,849,106,6.90%
2010-02,הצפון,543,ראמה,יישוב,340,146,194,7,333,261,337,3,10.45%
2010-02,הצפון,26,ראש פינה,יישוב,53,22,31,10,43,22,52,4,3.79%
2010-02,הצפון,542,ריינה,יישוב,681,295,386,9,672,526,674,26,12.06%
2010-02,הצפון,122,רמת ישי,יישוב,106,38,68,35,71,8,104,5,2.85%
2010-02,הצפון,913,שבלי - אום אל-גנם,יישוב,298,149,149,6,292,207,295,21,13.46%
2010-02,הצפון,812,שלומי,יישוב,313,134,179,14,299,178,310,18,9.34%
2010-02,הצפון,538,שעב,יישוב,494,205,289,7,487,416,493,17,19.51%
2010-02,הצפון,8800,שפרעם,יישוב,2232,955,1277,33,2199,1852,2224,108,14.92%
2010-02,חיפה,2710,אום אל-פחם,יישוב,3446,1478,1968,12,3434,2871,3443,52,20.45%
2010-02,חיפה,1020,אור עקיבא,יישוב,607,263,344,51,556,199,593,43,6.55%
2010-02,חיפה,6000,באקה אל-גרביה,יישוב,528,300,228,7,521,291,527,34,NULL
2010-02,חיפה,9800,בנימינה-גבעת עדה*,יישוב,202,82,120,69,133,47,202,14,3.30%
2010-02,חיפה,1326,"בסמ""ה",יישוב,290,161,129,6,284,197,290,11,9.43%
2010-02,חיפה,541,ג'סר א-זרקא,יישוב,353,214,139,4,349,245,350,14,7.04%
2010-02,חיפה,628,ג'ת,יישוב,164,84,80,3,161,100,164,8,NULL
2010-02,חיפה,494,דאלית אל-כרמל,יישוב,542,231,311,11,531,323,539,23,7.92%
2010-02,חיפה,9300,זכרון יעקב,יישוב,233,97,136,66,167,42,232,14,2.57%
2010-02,חיפה,6500,חדרה,יישוב,2256,976,1280,261,1995,798,2220,170,5.07%
2010-02,חיפה,4000,חיפה,יישוב,9233,3932,5301,1718,7515,5999,9184,559,6.97%
2010-02,חיפה,1247,חריש-קציר,יישוב,32,15,17,3,29,11,32,3,1.95%
2010-02,חיפה,2100,טירת כרמל,יישוב,859,376,483,26,833,573,855,69,8.88%
2010-02,חיפה,654,כפר קרע,יישוב,298,151,147,10,288,151,296,18,4.38%
2010-02,חיפה,1327,מעלה עירון,יישוב,841,366,475,2,839,666,839,14,17.78%
2010-02,חיפה,2500,נשר,יישוב,656,286,370,141,515,334,654,54,5.35%
2010-02,חיפה,534,עספיא,יישוב,361,154,207,9,352,225,360,23,7.54%
2010-02,חיפה,637,ערערה,יישוב,436,208,228,6,430,248,436,38,6.69%
2010-02,חיפה,537,פוריידיס,יישוב,352,180,172,5,347,248,351,14,7.53%
2010-02,חיפה,7800,פרדס חנה-כרכור,יישוב,776,349,427,132,644,199,771,77,4.61%
2010-02,חיפה,6800,קריית אתא,יישוב,2123,856,1267,180,1943,1335,2113,133,7.86%
2010-02,חיפה,9500,קריית ביאליק,יישוב,1413,562,851,180,1233,784,1402,101,6.99%
2010-02,חיפה,2300,קריית טבעון,יישוב,215,93,122,78,137,63,215,16,2.84%
2010-02,חיפה,9600,קריית ים,יישוב,2010,867,1143,194,1816,1332,2002,114,9.92%
2010-02,חיפה,8200,קריית מוצקין,יישוב,1336,519,817,198,1138,760,1324,100,6.34%
2010-02,חיפה,922,רכסים,יישוב,160,77,83,8,152,111,159,17,5.87%
2010-02,ירושלים,472,אבו גוש,יישוב,288,149,139,6,282,185,287,11,11.73%
2010-02,ירושלים,2610,בית שמש,יישוב,1240,536,704,119,1121,632,1220,112,4.94%
2010-02,ירושלים,3000,ירושלים,יישוב,8652,3882,4770,1211,7441,4655,8604,552,3.48%
2010-02,ירושלים,1015,מבשרת ציון,יישוב,338,157,181,71,267,138,336,33,2.88%
2010-02,ירושלים,1137,קריית יערים,יישוב,29,9,20,6,23,10,29,2,2.91%
2010-02,תל אביב,2400,אור יהודה,יישוב,895,411,484,56,839,362,878,68,5.04%
2010-02,תל אביב,565,אזור,יישוב,173,82,91,24,149,50,171,16,2.91%
2010-02,תל אביב,6100,בני ברק,יישוב,2216,1048,1168,133,2083,1361,2201,132,4.78%
2010-02,תל אביב,6200,בת ים,יישוב,3738,1663,2075,553,3185,1731,3660,292,5.24%
2010-02,תל אביב,6300,גבעתיים,יישוב,743,330,413,301,442,127,740,58,2.71%
2010-02,תל אביב,6400,הרצלייה,יישוב,1227,537,690,317,910,189,1191,164,2.62%
2010-02,תל אביב,6600,חולון,יישוב,3466,1576,1890,541,2925,1214,3414,374,3.68%
2010-02,תל אביב,2620,קריית אונו,יישוב,438,198,240,171,267,63,433,27,2.67%
2010-02,תל אביב,8600,רמת גן,יישוב,2190,986,1204,669,1521,576,2168,155,3.04%
2010-02,תל אביב,2650,רמת השרון,יישוב,455,185,270,175,280,48,451,53,2.21%
2010-02,תל אביב,5000,תל אביב -יפו,יישוב,8160,3967,4193,2193,5967,3052,8078,586,3.51%
2010-03,אזור יהודה והשומרון,3760,אורנית,יישוב,82,34,48,38,44,4,82,8,2.20%
2010-03,אזור יהודה והשומרון,3750,אלפי מנשה,יישוב,93,36,57,28,65,6,93,7,2.31%
2010-03,אזור יהודה והשומרון,3560,אלקנה,יישוב,26,17,9,12,14,3,26,3,1.54%
2010-03,אזור יהודה והשומרון,3650,אפרתה,יישוב,49,28,21,24,25,5,49,5,1.40%
2010-03,אזור יהודה והשומרון,3570,אריאל,יישוב,433,216,217,117,316,134,433,41,4.35%
2010-03,אזור יהודה והשומרון,3574,בית אל,יישוב,42,20,22,19,23,15,42,2,1.98%
2010-03,אזור יהודה והשומרון,3652,בית אריה,יישוב,67,29,38,9,58,3,66,5,3.10%
2010-03,אזור יהודה והשומרון,3780,ביתר עילית,יישוב,332,161,171,16,316,188,326,20,3.93%
2010-03,אזור יהודה והשומרון,3730,גבעת זאב,יישוב,176,84,92,23,153,36,175,18,2.91%
2010-03,אזור יהודה והשומרון,3769,הר אדר,יישוב,32,13,19,18,14,3,32,1,1.87%
2010-03,אזור יהודה והשומרון,3797,מודיעין עילית,יישוב,298,94,204,20,278,83,298,16,2.88%
2010-03,אזור יהודה והשומרון,3616,מעלה אדומים,יישוב,631,261,370,90,541,229,625,63,3.54%
2010-03,אזור יהודה והשומרון,3660,עמנואל,יישוב,95,52,43,4,91,69,95,4,10.01%
2010-03,אזור יהודה והשומרון,3557,קדומים,יישוב,30,21,9,10,20,6,30,4,1.87%
2010-03,אזור יהודה והשומרון,3611,קריית ארבע,יישוב,113,51,62,24,89,66,113,9,4.07%
2010-03,אזור יהודה והשומרון,3640,קרני שומרון,יישוב,85,51,34,19,66,23,85,3,2.61%
2010-03,הדרום,31,אופקים,יישוב,1367,588,779,95,1272,1038,1356,50,12.09%
2010-03,הדרום,2600,אילת,יישוב,1532,727,805,77,1455,693,1518,140,4.95%
2010-03,הדרום,70,אשדוד,יישוב,7331,2906,4425,850,6481,4606,7267,475,7.26%
2010-03,הדרום,7100,אשקלון,יישוב,3989,1678,2311,650,3339,2295,3931,393,6.82%
2010-03,הדרום,9000,באר שבע,יישוב,7984,3517,4467,1059,6925,5344,7931,612,8.40%
2010-03,הדרום,2200,דימונה,יישוב,2073,918,1155,138,1935,1499,2044,148,11.71%
2010-03,הדרום,1303,חורה,יישוב,706,313,393,0,706,640,706,9,23.34%
2010-03,הדרום,831,ירוחם,יישוב,433,206,227,31,402,296,426,51,10.34%
2010-03,הדרום,1059,כסיפה,יישוב,977,431,546,1,976,876,975,16,26.17%
2010-03,הדרום,1271,להבים,יישוב,57,27,30,35,22,6,57,4,1.86%
2010-03,הדרום,1060,לקיה,יישוב,918,433,485,3,915,845,916,13,28.55%
2010-03,הדרום,1268,מיתר,יישוב,57,23,34,23,34,7,57,5,1.55%
2010-03,הדרום,99,מצפה רמון,יישוב,249,92,157,21,228,132,228,31,10.24%
2010-03,הדרום,246,נתיבות,יישוב,885,412,473,51,834,520,878,69,7.61%
2010-03,הדרום,666,עומר,יישוב,60,24,36,26,34,7,60,4,1.62%
2010-03,הדרום,2560,ערד,יישוב,1013,412,601,182,831,667,986,180,7.97%
2010-03,הדרום,1192,ערערה-בנגב,יישוב,940,377,563,2,938,837,939,4,29.62%
2010-03,הדרום,2630,קריית גת,יישוב,2511,1017,1494,208,2303,1689,2502,203,10.01%
2010-03,הדרום,1034,קריית מלאכי,יישוב,1277,581,696,30,1247,873,1257,112,11.67%
2010-03,הדרום,1161,רהט,יישוב,3024,1253,1771,10,3014,2669,3021,78,21.43%
2010-03,הדרום,1286,שגב-שלום,יישוב,556,238,318,2,554,500,555,8,26.75%
2010-03,הדרום,1031,שדרות,יישוב,907,404,503,50,857,439,905,68,8.32%
2010-03,הדרום,1054,תל שבע,יישוב,1202,584,618,6,1196,1075,1199,16,30.94%
2010-03,המרכז,182,אבן יהודה,יישוב,147,70,77,58,89,25,147,9,2.48%
2010-03,המרכז,41,אליכין,יישוב,61,32,29,5,56,14,61,3,3.86%
2010-03,המרכז,1309,אלעד,יישוב,368,172,196,34,334,107,366,16,3.48%
2010-03,המרכז,2530,באר יעקב,יישוב,242,105,137,40,202,86,237,14,3.40%
2010-03,המרכז,466,בית דגן,יישוב,120,63,57,18,102,34,119,9,3.63%
2010-03,המרכז,1066,"בני עי""ש",יישוב,207,96,111,38,169,88,203,9,5.25%
2010-03,המרכז,681,גבעת שמואל,יישוב,274,140,134,111,163,53,273,14,2.62%
2010-03,המרכז,2550,גדרה,יישוב,390,171,219,86,304,118,386,16,3.85%
2010-03,המרכז,627,ג'לג'וליה,יישוב,52,23,29,0,52,30,52,5,1.85%
2010-03,המרכז,166,גן יבנה,יישוב,352,135,217,52,300,100,351,28,3.64%
2010-03,המרכז,229,גני תקווה,יישוב,170,75,95,50,120,24,169,9,2.43%
2010-03,המרכז,9700,הוד השרון,יישוב,607,265,342,210,397,71,604,28,2.42%
2010-03,המרכז,1290,זמר,יישוב,182,61,121,2,180,139,182,7,7.46%
2010-03,המרכז,2730,טייבה,יישוב,2136,939,1197,5,2131,1786,2125,53,14.44%
2010-03,המרכז,2720,טירה,יישוב,322,170,152,9,313,196,320,9,3.59%
2010-03,המרכז,2660,יבנה,יישוב,996,479,517,69,927,488,991,99,5.53%
2010-03,המרכז,9400,יהוד,יישוב,556,236,320,88,468,92,529,43,3.62%
2010-03,המרכז,1224,כוכב יאיר,יישוב,102,44,58,50,52,4,102,3,1.94%
2010-03,המרכז,633,כפר ברא,יישוב,21,9,12,0,21,7,21,2,2.07%
2010-03,המרכז,168,כפר יונה,יישוב,352,136,216,56,296,90,348,26,3.70%
2010-03,המרכז,6900,כפר סבא,יישוב,1286,604,682,374,912,239,1280,77,2.79%
2010-03,המרכז,634,כפר קאסם,יישוב,207,104,103,2,205,107,207,12,3.18%
2010-03,המרכז,7000,לוד,יישוב,2275,993,1282,213,2062,1305,2262,182,6.90%
2010-03,המרכז,1200,מודיעין-מכבים-רעות*,יישוב,869,384,485,352,517,64,860,76,2.35%
2010-03,המרכז,28,מזכרת בתיה,יישוב,154,70,84,32,122,39,152,3,2.77%
2010-03,המרכז,7200,נס ציונה,יישוב,699,304,395,162,537,210,692,28,3.48%
2010-03,המרכז,7400,נתניה,יישוב,4740,2162,2578,810,3930,2008,4680,407,5.01%
2010-03,המרכז,587,סביון*,יישוב,15,5,10,7,8,0,15,1,0.92%
2010-03,המרכז,171,פרדסייה,יישוב,79,28,51,14,65,10,78,6,2.31%
2010-03,המרכז,7900,פתח תקווה,יישוב,4365,1977,2388,877,3488,1350,4336,313,4.00%
2010-03,המרכז,195,קדימה-צורן,יישוב,249,112,137,74,175,42,248,17,2.89%
2010-03,המרכז,638,קלנסווה,יישוב,919,372,547,1,918,743,914,17,12.86%
2010-03,המרכז,469,קריית עקרון,יישוב,252,128,124,16,236,124,250,16,4.71%
2010-03,המרכז,2640,ראש העין,יישוב,725,372,353,81,644,193,709,70,3.54%
2010-03,המרכז,8300,ראשון לציון,יישוב,4771,2114,2657,953,3818,1830,4743,297,3.77%
2010-03,המרכז,8400,רחובות,יישוב,2665,1197,1468,572,2093,1060,2630,99,4.62%
2010-03,המרכז,8500,רמלה,יישוב,1907,895,1012,122,1785,919,1860,150,5.82%
2010-03,המרכז,8700,רעננה,יישוב,767,366,401,292,475,84,765,41,2.20%
2010-03,המרכז,1304,שוהם,יישוב,190,82,108,90,100,2,190,12,1.98%
2010-03,המרכז,154,תל מונד,יישוב,150,65,85,44,106,22,150,5,2.81%
2010-03,הצפון,473,אבו סנאן,יישוב,720,276,444,10,710,572,716,16,14.97%
2010-03,הצפון,478,אכסאל,יישוב,679,296,383,19,660,558,677,9,14.47%
2010-03,הצפון,529,אעבלין,יישוב,703,301,402,15,688,583,703,25,14.84%
2010-03,הצפון,482,בועיינה-נוג'ידאת,יישוב,542,230,312,4,538,449,537,3,16.80%
2010-03,הצפון,4001,בוקעאתא,יישוב,401,183,218,2,399,329,391,7,16.69%
2010-03,הצפון,998,ביר אל-מכסור,יישוב,442,186,256,3,439,345,441,10,14.69%
2010-03,הצפון,480,בית ג'ן,יישוב,355,131,224,4,351,241,352,4,8.54%
2010-03,הצפון,9200,בית שאן,יישוב,844,345,499,20,824,457,837,97,9.03%
2010-03,הצפון,944,בסמת טבעון,יישוב,303,118,185,2,301,242,303,12,11.18%
2010-03,הצפון,483,בענה,יישוב,469,190,279,2,467,422,469,8,16.68%
2010-03,הצפון,1292,ג'דיידה-מכר,יישוב,1443,612,831,7,1436,1214,1443,36,18.85%
2010-03,הצפון,485,ג'ולס,יישוב,202,77,125,7,195,126,202,13,8.61%
2010-03,הצפון,487,ג'ש (גוש חלב),יישוב,64,26,38,6,58,36,64,4,4.48%
2010-03,הצפון,489,דבורייה,יישוב,453,225,228,20,433,338,452,8,12.46%
2010-03,הצפון,490,דייר אל-אסד,יישוב,452,175,277,9,443,354,452,14,10.92%
2010-03,הצפון,492,דייר חנא,יישוב,684,307,377,18,666,543,684,26,17.35%
2010-03,הצפון,975,זרזיר,יישוב,309,126,183,2,307,217,305,15,12.57%
2010-03,הצפון,496,חורפיש,יישוב,148,60,88,6,142,101,148,8,7.12%
2010-03,הצפון,2034,חצור הגלילית,יישוב,291,129,162,9,282,158,283,32,6.53%
2010-03,הצפון,6700,טבריה,יישוב,1907,835,1072,111,1796,1273,1816,122,9.03%
2010-03,הצפון,962,טובא-זנגרייה,יישוב,378,170,208,4,374,257,374,20,14.05%
2010-03,הצפון,498,טורעאן,יישוב,576,222,354,8,568,483,574,28,12.50%
2010-03,הצפון,8900,טמרה,יישוב,2143,941,1202,22,2121,1877,2141,84,18.25%
2010-03,הצפון,1295,יאנוח-ג'ת,יישוב,177,63,114,8,169,124,177,7,8.32%
2010-03,הצפון,46,יבנאל,יישוב,116,72,44,6,110,85,110,1,8.42%
2010-03,הצפון,499,יפיע,יישוב,671,298,373,14,657,507,667,32,10.31%
2010-03,הצפון,240,יקנעם עילית,יישוב,539,204,335,105,434,238,537,33,5.27%
2010-03,הצפון,502,ירכא,יישוב,457,195,262,3,454,357,456,22,10.21%
2010-03,הצפון,504,כאבול,יישוב,783,353,430,19,764,649,781,15,18.76%
2010-03,הצפון,505,כאוכב אבו אל-היג'א,יישוב,233,91,142,6,227,189,233,5,16.28%
2010-03,הצפון,1296,כסרא-סמיע,יישוב,255,95,160,2,253,211,254,12,9.47%
2010-03,הצפון,978,כעביה-טבאש-חג'אג'רה,יישוב,229,102,127,2,227,157,226,2,12.02%
2010-03,הצפון,1263,כפר ורדים,יישוב,67,30,37,31,36,9,67,4,2.31%
2010-03,הצפון,507,כפר יאסיף,יישוב,476,207,269,4,472,378,474,14,11.18%
2010-03,הצפון,508,כפר כמא,יישוב,100,44,56,4,96,48,98,2,7.22%
2010-03,הצפון,509,כפר כנא,יישוב,1253,515,738,24,1229,1055,1239,52,16.97%
